route_short_name,stop_id,dep_time_min,lateness_minutes,horizon_minutes,date
10,1634,530.0,-2.8,-4.47,2026-08-26
10,2153,734.0,-1.15,-4.47,2026-09-08
39,2468,419.0,-0.63,-4.47,2026-09-11
35,1773,1028.0,-2.52,-4.47,2026-09-02
42,3226,617.0,0.98,-4.47,2026-09-08
35,3452,1039.0,-0.98,-4.47,2026-08-26
39,1149,522.0,-1.27,-4.47,2026-08-28
3,9037,982.0,-2.9,-4.47,2026-09-08
42,2707,1210.0,1.75,-4.47,2026-08-29
22,9103,1319.0,8.0,-4.47,2026-09-05
1,1100,615.0,2.55,-4.47,2026-08-26
23,438,1334.0,-2.68,-4.47,2026-08-25
7,2918,568.0,-6.17,-4.47,2026-09-12
42,6139,1363.0,4.1,-4.47,2026-08-25
5,2003,1004.0,-2.98,-4.47,2026-08-24
57,5777,993.0,-0.13,-4.47,2026-09-14
1,1006,888.0,6.42,-4.47,2026-09-12
35,3534,304.0,-0.13,-4.47,2026-09-08
46,2165,921.0,-1.75,-4.47,2026-09-03
42,2801,729.0,-2.33,-4.47,2026-08-26
23,345,385.0,-4.97,-4.47,2026-08-31
28,1622,746.0,2.95,-4.47,2026-08-26
109,1790,254.0,0.45,-4.47,2026-09-14
45,1784,766.0,-1.28,-4.47,2026-08-30
5,1513,1018.0,1.73,-4.47,2026-09-02
7,3254,1178.0,-1.93,-4.47,2026-09-05
51,1579,1132.0,-3.27,-4.47,2026-09-14
16,2855,1061.0,1.67,-4.47,2026-09-03
7,2361,1274.0,-3.73,-4.47,2026-09-10
20,1506,539.0,-0.38,-4.47,2026-09-04
45,4512,1068.0,3.07,-4.47,2026-08-25
35,1992,845.0,-1.07,-4.47,2026-09-04
57,5744,736.0,1.37,-4.47,2026-09-11
29,0150,899.0,1.67,-4.47,2026-09-13
38,651,619.0,1.13,-4.47,2026-09-03
109,1790,1337.0,1.08,-4.47,2026-09-10
14,0238,1408.0,0.25,-4.47,2026-09-11
26,1391,1441.0,0.67,-4.47,2026-09-11
35,1725,289.0,-0.93,-4.47,2026-09-09
74,12,1047.0,1.55,-4.47,2026-08-27
45,0500,890.0,0.28,-4.47,2026-09-14
22,9129,402.0,5.5,-4.47,2026-09-04
13,199,443.0,-0.87,-4.47,2026-08-26
35,1955,1341.0,1.13,-4.47,2026-08-27
5,1300,476.0,-3.15,-4.47,2026-08-31
4,699,448.0,-3.57,-4.47,2026-09-03
35,3534,662.0,1.43,-4.47,2026-09-13
13,1151,1454.0,1.78,-4.47,2026-09-13
107,3301,1197.0,0.33,-4.47,2026-09-04
57,3371,856.0,-3.72,-4.47,2026-09-02
7,2918,442.0,-8.0,-4.47,2026-09-10
42,2801,599.0,-3.48,-4.47,2026-08-26
13,0566,706.0,1.3,-4.47,2026-09-15
39,0576,413.0,-4.5,-4.47,2026-09-08
110,0566,878.0,0.62,-4.47,2026-09-10
109,774,438.0,-2.88,-4.47,2026-08-26
2,1208,462.0,-4.08,-4.47,2026-08-28
18,2709,977.0,-0.9,-4.47,2026-09-08
57,5715,1037.0,-0.08,-4.47,2026-09-11
53,1798,388.0,0.28,-4.47,2026-08-31
3,9022,1165.0,-1.55,-4.47,2026-08-31
35,1988,654.0,-1.9,-4.47,2026-08-30
48,4800,1215.0,-6.5,-4.47,2026-08-23
74,47,631.0,3.32,-4.47,2026-09-02
10,1674,368.0,-3.37,-4.47,2026-09-01
44,2434,755.0,0.62,-4.47,2026-09-09
66,1879,403.0,-0.32,-4.47,2026-08-24
5,0879,1223.0,1.73,-4.47,2026-09-15
46,5711,771.0,-0.53,-4.47,2026-08-30
5,0444,1154.0,-8.77,-4.47,2026-09-08
135,1911,440.0,1.52,-4.47,2026-09-04
61,1416,609.0,-1.88,-4.47,2026-08-25
110,1717,784.0,-3.02,-4.47,2026-08-30
35,3534,1207.0,-5.9,-4.47,2026-09-05
42,3200,277.0,1.28,-4.47,2026-09-01
1,1194,237.0,-4.45,-4.47,2026-09-12
66,781,632.0,-1.62,-4.47,2026-08-25
8,382,1171.0,1.03,-4.47,2026-09-03
5,1891,926.0,1.88,-4.47,2026-09-01
103,2613,1448.0,3.27,-4.47,2026-09-01
53,691,556.0,-1.0,-4.47,2026-08-28
39,2463,439.0,-1.57,-4.47,2026-09-01
38,2302,384.0,-0.57,-4.47,2026-09-09
44,2490,387.0,-1.6,-4.47,2026-09-01
13,2561,827.0,1.77,-4.47,2026-08-28
23,451,718.0,1.67,-4.47,2026-08-30
28,3289,1069.0,-1.13,-4.47,2026-08-31
20,1590,1168.0,-1.3,-4.47,2026-08-29
110,1717,1001.0,-0.98,-4.47,2026-08-24
38,1444,493.0,-6.57,-4.47,2026-08-27
39,3077,443.0,-3.1,-4.47,2026-09-14
108,2379,374.0,-1.35,-4.47,2026-08-24
18,6670,908.0,-2.63,-4.47,2026-09-01
10,1854,560.0,3.23,-4.47,2026-09-11
5,3444,1465.0,-8.18,-4.47,2026-09-10
57,5777,867.0,0.7,-4.47,2026-09-04
13,0349,1466.0,-3.47,-4.47,2026-09-13
3,9025,450.0,-1.57,-4.47,2026-09-03
24,2783,918.0,5.0,-4.47,2026-08-31
36,0527,875.0,-1.0,-4.47,2026-09-08
48,1720,562.0,10.17,-4.47,2026-09-08
36,0952,469.0,-2.33,-4.47,2026-09-14
39,38,895.0,0.08,-4.47,2026-09-02
22,2872,508.0,-0.62,-4.47,2026-08-31
5,1894,530.0,-3.28,-4.47,2026-09-14
5,2047,705.0,-3.68,-4.47,2026-08-31
42,2607,988.0,-1.55,-4.47,2026-09-02
5,1893,529.0,-0.42,-4.47,2026-09-09
30,2763,906.0,-0.12,-4.47,2026-08-27
3,9029,466.0,-1.8,-4.47,2026-09-03
10,1509,764.0,-0.88,-4.47,2026-09-05
42,3115,914.0,-4.25,-4.47,2026-09-04
2,326,448.0,0.88,-4.47,2026-08-26
26,1422,1304.0,-0.82,-4.47,2026-09-11
7,3097,1271.0,-3.23,-4.47,2026-09-01
38,1142,434.0,-0.68,-4.47,2026-08-31
1,747,1435.0,0.27,-4.47,2026-08-24
38,2371,925.0,-0.95,-4.47,2026-09-09
43,3867,1072.0,-2.2,-4.47,2026-09-02
5,3122,482.0,-2.73,-4.47,2026-09-12
45,1046,1048.0,-3.9,-4.47,2026-08-31
3,0066,524.0,-0.92,-4.47,2026-09-09
13,2571,1178.0,-3.12,-4.47,2026-09-07
3,9022,761.0,-2.82,-4.47,2026-08-28
42,2108,1401.0,0.93,-4.47,2026-08-26
20,9064,887.0,-3.0,-4.47,2026-09-05
2,326,578.0,1.1,-4.47,2026-08-24
20,1505,441.0,-0.37,-4.47,2026-09-11
103,1960,642.0,5.32,-4.47,2026-08-29
30,2699,1351.0,1.02,-4.47,2026-09-04
30,2791,678.0,0.72,-4.47,2026-08-24
1,536,1276.0,1.3,-4.47,2026-08-24
18,3279,1092.0,4.47,-4.47,2026-09-04
101,1189,1003.0,-6.27,-4.47,2026-08-25
18,6607,828.0,-1.2,-4.47,2026-08-27
66,6670,1220.0,-1.67,-4.47,2026-09-09
42,3115,474.0,-4.75,-4.47,2026-09-12
35,3521,378.0,-3.42,-4.47,2026-09-11
7,2956,685.0,-3.13,-4.47,2026-09-02
26,1276,960.0,-5.08,-4.47,2026-09-01
101,1354,1064.0,-5.47,-4.47,2026-08-26
57,2539,434.0,3.28,-4.47,2026-09-08
6,1146,1229.0,0.48,-4.47,2026-09-10
26,0964,1112.0,4.47,-4.47,2026-09-14
29,501,680.0,-1.47,-4.47,2026-08-31
35,3538,1082.0,-3.32,-4.47,2026-09-04
4,9158,687.0,-1.98,-4.47,2026-09-06
10,1464,767.0,0.62,-4.47,2026-09-05
1,855,1488.0,0.32,-4.47,2026-08-30
35,3527,1353.0,-0.47,-4.47,2026-09-05
15,2177,949.0,-4.72,-4.47,2026-09-04
38,1234,429.0,-1.12,-4.47,2026-09-02
18,2993,345.0,0.85,-4.47,2026-09-03
101,1197,1118.0,-6.63,-4.47,2026-08-27
5,0423,466.0,-0.73,-4.47,2026-09-13
73,3267,944.0,0.27,-4.47,2026-08-31
101,0858,1281.0,-2.05,-4.47,2026-09-05
10,1857,1167.0,-0.22,-4.47,2026-09-03
5,880,404.0,-3.15,-4.47,2026-09-02
101,1354,928.0,-4.88,-4.47,2026-09-02
1,640,773.0,-2.45,-4.47,2026-08-24
18,2802,1061.0,-5.2,-4.47,2026-08-25
23,209,1240.0,8.13,-4.47,2026-09-03
2,345,1542.0,6.6,-4.47,2026-08-30
51,2025,534.0,5.97,-4.47,2026-09-14
61,6124,1335.0,4.15,-4.47,2026-09-12
61,3386,507.0,0.97,-4.47,2026-08-28
66,2921,1522.0,3.57,-4.47,2026-09-03
30,9119,1219.0,-0.27,-4.47,2026-08-26
103,0097,871.0,-1.25,-4.47,2026-09-07
1,9002,1410.0,-5.4,-4.47,2026-09-05
13,503,1216.0,1.95,-4.47,2026-08-25
43,0041,1085.0,-1.8,-4.47,2026-09-11
46,5711,1399.0,-0.25,-4.47,2026-09-11
4,0686,1135.0,0.28,-4.47,2026-09-05
23,377,457.0,-8.12,-4.47,2026-08-26
20,3442,1026.0,-4.87,-4.47,2026-09-11
5,0999,898.0,1.75,-4.47,2026-09-11
4,6170,939.0,-0.37,-4.47,2026-08-30
24,2990,496.0,-2.02,-4.47,2026-09-01
14,0264,745.0,3.13,-4.47,2026-09-11
26,9013,1294.0,-1.55,-4.47,2026-09-05
20,480,893.0,2.23,-4.47,2026-08-31
23,326,1049.0,-0.23,-4.47,2026-09-02
61,1415,494.0,2.85,-4.47,2026-09-15
23,0451,692.0,0.82,-4.47,2026-09-08
66,6610,1035.0,-0.22,-4.47,2026-09-13
26,1499,1060.0,-1.88,-4.47,2026-08-31
66,6610,984.0,-1.48,-4.47,2026-09-12
1,4000,263.0,2.4,-4.47,2026-08-31
51,2025,855.0,-2.2,-4.47,2026-08-26
13,0199,750.0,-1.43,-4.47,2026-09-04
2,326,1208.0,1.22,-4.47,2026-08-26
39,1886,936.0,5.27,-4.47,2026-08-31
2,345,717.0,-1.08,-4.47,2026-08-30
26,9078,1017.0,2.27,-4.47,2026-08-27
2,333,981.0,1.8,-4.47,2026-08-31
10,1987,1024.0,-4.0,-4.47,2026-08-29
61,6125,774.0,-4.68,-4.47,2026-09-03
26,9163,1031.0,1.95,-4.47,2026-09-07
61,3371,771.0,-1.68,-4.47,2026-09-03
3,1344,879.0,-1.73,-4.47,2026-09-08
38,0663,1346.0,0.67,-4.47,2026-09-12
45,4509,1072.0,3.13,-4.47,2026-09-06
7,2324,1405.0,-5.07,-4.47,2026-08-26
16,2837,1024.0,-3.73,-4.47,2026-08-27
26,3457,810.0,-1.2,-4.47,2026-09-01
2,723,1090.0,0.85,-4.47,2026-08-24
23,439,720.0,-2.17,-4.47,2026-08-31
10,0094,1340.0,0.52,-4.47,2026-09-05
5,3444,955.0,-7.75,-4.47,2026-09-15
28,1617,313.0,1.6,-4.47,2026-09-09
68,1986,1103.0,-3.55,-4.47,2026-09-08
2,1104,492.0,-2.57,-4.47,2026-08-27
1,1102,996.0,10.3,-4.47,2026-09-15
61,3037,1097.0,-0.87,-4.47,2026-09-15
68,2881,1074.0,-0.63,-4.47,2026-09-15
20,1517,967.0,-3.13,-4.47,2026-09-07
17,2608,583.0,2.32,-4.47,2026-09-01
13,2233,1355.0,-2.97,-4.45,2026-09-03
17,1959,866.0,-1.9,-4.45,2026-08-27
38,1451,1178.0,-1.02,-4.45,2026-09-12
38,747,1030.0,2.03,-4.45,2026-08-25
53,3550,910.0,-4.52,-4.45,2026-09-15
26,1135,267.0,0.92,-4.45,2026-08-31
39,0079,342.0,3.43,-4.45,2026-09-08
26,9079,1151.0,-4.65,-4.45,2026-08-30
26,9064,897.0,-4.6,-4.45,2026-08-25
20,0480,1043.0,1.93,-4.45,2026-09-09
7,2324,1493.0,-0.33,-4.45,2026-09-04
39,0657,373.0,3.85,-4.45,2026-09-14
36,1656,1003.0,0.63,-4.45,2026-09-09
29,0144,509.0,-0.42,-4.45,2026-09-05
7,2927,949.0,-4.22,-4.45,2026-08-31
1,1195,639.0,-2.67,-4.45,2026-09-02
103,1208,840.0,-1.57,-4.45,2026-09-06
39,625,341.0,-0.38,-4.45,2026-09-03
20,1547,956.0,-0.68,-4.45,2026-09-03
1,9160,734.0,-3.8,-4.45,2026-08-27
42,2545,634.0,1.42,-4.45,2026-09-12
51,6028,361.0,-2.62,-4.45,2026-09-03
1,1666,1487.0,-6.37,-4.45,2026-08-31
36,0929,755.0,1.28,-4.45,2026-09-13
44,2307,1315.0,-1.13,-4.45,2026-08-24
22,2874,441.0,1.17,-4.45,2026-08-28
26,1559,419.0,0.45,-4.45,2026-08-25
42,2559,807.0,-0.27,-4.45,2026-09-14
66,6610,926.0,-0.43,-4.45,2026-09-08
42,2607,758.0,-5.13,-4.45,2026-09-07
42,3115,989.0,-4.4,-4.45,2026-09-04
42,1519,1115.0,2.4,-4.45,2026-08-27
26,9091,1009.0,-3.68,-4.45,2026-09-15
36,0930,837.0,-4.28,-4.45,2026-09-05
8,0585,462.0,0.33,-4.45,2026-09-15
42,2590,1000.0,-1.87,-4.45,2026-09-11
39,43,805.0,-6.25,-4.45,2026-09-02
57,5719,570.0,-2.75,-4.45,2026-08-26
44,2457,1337.0,-0.85,-4.45,2026-08-29
48,1718,823.0,0.25,-4.45,2026-09-14
9,4925,1115.0,-2.12,-4.45,2026-08-24
49,4902,385.0,-5.15,-4.45,2026-08-28
5,1514,1195.0,-4.67,-4.45,2026-09-03
6,1167,1148.0,-2.22,-4.45,2026-09-04
3,9037,846.0,-3.68,-4.45,2026-08-26
13,0519,1020.0,11.92,-4.45,2026-09-11
35,1955,580.0,-0.05,-4.45,2026-09-15
44,2402,859.0,4.02,-4.45,2026-09-08
6,4030,571.0,-2.57,-4.45,2026-09-15
35,3534,1179.0,-3.72,-4.45,2026-09-08
3,9022,851.0,-3.32,-4.45,2026-09-15
15,2666,1493.0,2.03,-4.45,2026-09-03
26,9063,810.0,-4.5,-4.45,2026-09-02
30,2939,1333.0,1.25,-4.45,2026-09-14
7,1749,1033.0,-1.13,-4.45,2026-09-06
23,0444,934.0,0.33,-4.45,2026-09-08
5,0886,1332.0,-0.88,-4.45,2026-09-15
7,1593,442.0,3.92,-4.45,2026-08-28
57,2538,674.0,4.53,-4.45,2026-09-15
15,2659,1399.0,-0.83,-4.45,2026-08-25
109,4512,1216.0,-2.23,-4.45,2026-08-31
31,3443,971.0,-4.13,-4.45,2026-09-14
5,1318,386.0,-2.07,-4.45,2026-08-24
26,9075,1567.0,-1.73,-4.45,2026-09-06
45,1784,604.0,-0.02,-4.45,2026-08-31
7,2915,1370.0,-2.45,-4.45,2026-09-04
2,0724,455.0,2.33,-4.45,2026-09-06
30,9119,596.0,0.1,-4.45,2026-09-01
66,2926,511.0,-0.62,-4.45,2026-09-15
53,0632,1015.0,-1.6,-4.45,2026-09-14
7,0042,894.0,0.42,-4.45,2026-09-13
45,2906,1427.0,-3.38,-4.45,2026-09-14
35,1799,1101.0,-2.82,-4.45,2026-08-23
66,3905,775.0,-4.58,-4.45,2026-09-11
5,925,696.0,-4.33,-4.45,2026-08-27
7,1749,721.0,-2.93,-4.45,2026-09-15
66,6620,931.0,-1.1,-4.45,2026-08-28
10,1464,352.0,-1.62,-4.45,2026-09-01
53,5306,884.0,2.35,-4.45,2026-09-02
36,1376,545.0,3.03,-4.45,2026-08-30
5,447,421.0,4.08,-4.45,2026-08-31
8,0585,593.0,2.78,-4.45,2026-09-11
66,1838,1365.0,4.55,-4.45,2026-09-03
45,4502,1248.0,5.42,-4.45,2026-09-04
101,858,1175.0,-2.55,-4.45,2026-08-24
53,689,742.0,-1.3,-4.45,2026-08-26
126,1566,610.0,-4.55,-4.45,2026-09-09
43,1946,470.0,-4.73,-4.45,2026-08-24
42,2397,529.0,-3.43,-4.45,2026-08-25
103,0096,332.0,-0.58,-4.45,2026-09-08
6,6163,596.0,-4.72,-4.45,2026-09-14
23,0295,1116.0,0.07,-4.45,2026-09-07
51,2642,992.0,-4.9,-4.45,2026-09-03
5,1317,561.0,0.25,-4.45,2026-09-11
26,3442,479.0,-4.97,-4.45,2026-09-09
7,2928,395.0,-2.07,-4.45,2026-08-25
35,5009,900.0,2.12,-4.45,2026-08-28
29,0138,836.0,-0.92,-4.45,2026-09-10
20,1527,1036.0,-4.85,-4.45,2026-09-03
42,2546,304.0,-0.67,-4.45,2026-09-03
1,914,784.0,-5.28,-4.45,2026-09-02
5,1892,1423.0,0.35,-4.45,2026-09-04
44,2414,1044.0,-3.95,-4.45,2026-08-27
3,74,837.0,0.47,-4.45,2026-08-31
68,1962,1069.0,-0.92,-4.45,2026-08-29
39,37,551.0,2.82,-4.45,2026-09-01
5,999,868.0,-2.17,-4.45,2026-08-28
45,4509,773.0,6.0,-4.45,2026-08-27
61,2137,456.0,-3.47,-4.45,2026-09-10
29,116,872.0,-0.28,-4.45,2026-09-03
3,1343,595.0,0.3,-4.45,2026-09-02
6,1146,825.0,-4.45,-4.45,2026-08-27
3,1261,1003.0,-1.62,-4.45,2026-09-08
1,629,1182.0,-0.02,-4.45,2026-08-31
13,2233,357.0,-2.07,-4.45,2026-09-05
101,1660,1052.0,-2.18,-4.45,2026-08-27
38,1190,299.0,1.52,-4.45,2026-09-14
5,2005,992.0,0.88,-4.45,2026-09-08
1,1006,1023.0,-3.6,-4.45,2026-09-11
38,1831,465.0,-4.7,-4.45,2026-09-04
39,0079,1336.0,-0.65,-4.45,2026-09-07
14,229,1173.0,0.82,-4.45,2026-09-03
38,1058,914.0,1.82,-4.45,2026-09-08
39,3057,540.0,-0.17,-4.45,2026-09-12
1,1006,1241.0,0.5,-4.45,2026-09-01
46,2581,468.0,0.93,-4.45,2026-08-27
29,111,1502.0,-1.47,-4.45,2026-08-24
22,2877,1286.0,-3.42,-4.45,2026-08-27
38,1057,507.0,0.8,-4.45,2026-08-25
2,345,389.0,-0.33,-4.45,2026-08-25
20,2681,1182.0,0.33,-4.45,2026-09-04
23,0408,1165.0,-1.22,-4.45,2026-09-14
1,0861,614.0,-4.03,-4.45,2026-09-06
42,2801,1038.0,0.92,-4.45,2026-09-04
23,0637,764.0,0.05,-4.45,2026-09-13
26,9093,1517.0,8.2,-4.45,2026-09-04
23,302,530.0,-5.63,-4.45,2026-09-04
48,1718,513.0,-3.28,-4.45,2026-08-27
7,3254,1382.0,-3.95,-4.45,2026-09-14
6,1118,842.0,-1.27,-4.45,2026-09-09
57,6184,640.0,2.75,-4.45,2026-09-09
29,563,275.0,1.05,-4.45,2026-09-01
103,1104,772.0,-3.2,-4.45,2026-09-12
57,5726,925.0,-4.43,-4.45,2026-09-08
13,2256,546.0,0.42,-4.45,2026-09-08
3,9036,1025.0,-1.98,-4.45,2026-08-29
44,2369,602.0,-2.62,-4.45,2026-09-03
23,2745,595.0,0.32,-4.45,2026-08-30
107,2904,1129.0,-0.6,-4.45,2026-08-27
3,1224,324.0,0.43,-4.45,2026-09-10
7,0037,1306.0,5.13,-4.45,2026-09-12
35,5009,974.0,1.62,-4.45,2026-09-09
42,1519,420.0,-0.02,-4.45,2026-09-05
42,3975,1157.0,-3.82,-4.45,2026-08-27
29,0136,1518.0,-0.12,-4.45,2026-09-12
61,2137,744.0,-4.48,-4.45,2026-09-10
1,0520,395.0,-0.88,-4.45,2026-09-11
3,9024,391.0,0.02,-4.45,2026-09-15
66,6616,1297.0,0.02,-4.45,2026-09-13
57,5726,391.0,-2.85,-4.45,2026-09-03
9,1481,1394.0,0.3,-4.45,2026-08-30
38,2662,1417.0,0.0,-4.45,2026-08-29
3,9006,1431.0,1.28,-4.45,2026-09-11
57,5770,558.0,0.18,-4.45,2026-08-31
3,1344,509.0,0.72,-4.45,2026-08-27
16,2856,842.0,3.72,-4.45,2026-09-11
61,1416,1096.0,0.12,-4.45,2026-08-29
36,0960,643.0,2.43,-4.45,2026-09-12
35,1773,740.0,-0.82,-4.45,2026-08-28
39,0399,1028.0,-3.1,-4.45,2026-09-04
30,9119,816.0,-0.42,-4.45,2026-08-25
8,0366,509.0,-5.55,-4.45,2026-09-11
35,3302,592.0,-2.82,-4.45,2026-09-05
44,2312,725.0,-0.98,-4.45,2026-08-24
24,2941,295.0,10.43,-4.45,2026-09-04
16,2811,965.0,1.77,-4.45,2026-09-12
2,1104,570.0,-3.55,-4.45,2026-08-31
15,2699,1187.0,-4.3,-4.45,2026-09-02
44,996,648.0,1.45,-4.45,2026-08-24
2,1113,824.0,-0.45,-4.45,2026-08-26
10,2113,742.0,-0.88,-4.45,2026-08-31
3,1337,1409.0,4.53,-4.45,2026-09-11
39,2841,1030.0,-0.33,-4.45,2026-09-09
5,0941,393.0,-18.85,-4.45,2026-09-07
36,0946,814.0,3.22,-4.45,2026-09-08
38,1451,1145.0,-2.25,-4.45,2026-09-08
39,2466,682.0,0.65,-4.45,2026-08-27
22,2803,1064.0,1.93,-4.45,2026-09-08
10,0094,1340.0,0.15,-4.45,2026-09-06
45,245,348.0,-0.78,-4.45,2026-09-04
46,1289,266.0,0.5,-4.45,2026-08-28
48,1054,968.0,1.77,-4.45,2026-09-12
3,9023,421.0,-3.87,-4.45,2026-09-11
8,1240,561.0,-2.4,-4.45,2026-08-24
3,9025,392.0,-3.27,-4.45,2026-09-08
38,2302,880.0,-1.23,-4.45,2026-09-07
3,1260,1087.0,-4.53,-4.45,2026-09-04
53,1933,968.0,1.3,-4.45,2026-08-31
5,0880,710.0,-3.7,-4.45,2026-09-06
29,551,851.0,2.87,-4.45,2026-08-25
57,5715,535.0,-1.77,-4.45,2026-09-14
42,6111,820.0,-1.98,-4.45,2026-08-28
10,0830,603.0,1.4,-4.45,2026-09-12
8,4030,942.0,-4.42,-4.45,2026-09-08
22,2860,775.0,-0.47,-4.45,2026-08-25
26,3442,778.0,-2.75,-4.45,2026-08-27
10,1600,1059.0,0.13,-4.45,2026-08-31
53,0593,446.0,-1.73,-4.45,2026-09-10
107,2904,1244.0,-0.72,-4.45,2026-08-26
42,1519,576.0,0.27,-4.45,2026-09-11
3,1221,1276.0,-1.32,-4.45,2026-09-03
38,1142,727.0,-0.4,-4.45,2026-08-31
46,5711,652.0,-1.75,-4.45,2026-09-09
24,1776,481.0,0.85,-4.45,2026-09-15
1,0520,1423.0,3.13,-4.45,2026-09-05
7,1988,292.0,2.97,-4.45,2026-08-31
26,1277,467.0,2.27,-4.45,2026-09-12
16,2843,1015.0,0.15,-4.45,2026-09-08
10,2577,520.0,-0.03,-4.45,2026-09-14
2,311,613.0,0.83,-4.45,2026-08-27
42,2395,1150.0,2.65,-4.45,2026-09-02
307,1331,878.0,-3.73,-4.45,2026-09-09
18,2800,1156.0,-1.2,-4.45,2026-09-11
103,2613,378.0,-1.42,-4.45,2026-08-26
2,345,1505.0,1.28,-4.45,2026-08-28
38,1478,1171.0,-1.68,-4.45,2026-09-04
44,1704,1144.0,-0.35,-4.45,2026-08-28
61,833,1003.0,-1.97,-4.45,2026-08-24
28,1642,358.0,-1.18,-4.45,2026-08-26
42,2802,888.0,-4.72,-4.45,2026-09-08
36,0947,1165.0,1.73,-4.45,2026-09-12
66,6670,754.0,-0.1,-4.45,2026-09-08
6,3046,421.0,0.83,-4.45,2026-08-31
42,2547,1110.0,1.02,-4.45,2026-09-05
23,0356,437.0,-1.2,-4.45,2026-09-08
10,3356,1259.0,-2.95,-4.45,2026-08-27
26,1271,939.0,-1.33,-4.45,2026-08-26
43,783,601.0,4.15,-4.45,2026-08-24
3,9038,954.0,-4.78,-4.45,2026-08-25
3,1345,465.0,-0.92,-4.45,2026-09-15
61,6105,1467.0,0.87,-4.45,2026-08-31
5,447,1240.0,0.8,-4.45,2026-08-23
66,1244,470.0,0.93,-4.45,2026-09-14
15,2658,1105.0,0.1,-4.45,2026-08-28
68,1979,722.0,-6.08,-4.45,2026-08-26
66,6167,421.0,-2.38,-4.45,2026-08-26
48,1762,380.0,-0.4,-4.45,2026-09-11
26,9085,786.0,1.42,-4.45,2026-09-05
30,2723,385.0,0.7,-4.45,2026-09-09
3,1255,606.0,0.05,-4.45,2026-09-14
10,1461,1509.0,1.18,-4.45,2026-09-05
46,2290,881.0,-1.1,-4.45,2026-09-13
18,2397,835.0,-3.57,-4.45,2026-09-04
10,2467,851.0,-0.23,-4.45,2026-09-14
101,1661,380.0,-7.95,-4.45,2026-08-31
29,0128,624.0,2.67,-4.45,2026-09-10
20,9064,434.0,-2.78,-4.45,2026-08-25
103,1950,1410.0,-2.15,-4.45,2026-09-14
10,2105,1036.0,2.82,-4.45,2026-08-24
48,1063,1343.0,1.1,-4.45,2026-09-10
7,2934,1538.0,-4.63,-4.45,2026-08-30
4,6127,862.0,8.15,-4.45,2026-09-13
42,2772,528.0,-0.12,-4.45,2026-09-08
35,1696,1305.0,-0.88,-4.45,2026-08-31
61,6110,905.0,4.93,-4.45,2026-09-13
1,9003,398.0,-1.3,-4.45,2026-08-24
48,0299,687.0,-0.53,-4.45,2026-09-10
5,1890,1310.0,1.62,-4.45,2026-08-31
18,2555,401.0,-0.58,-4.45,2026-09-01
23,0209,1306.0,2.72,-4.45,2026-09-14
36,1282,1265.0,-1.68,-4.45,2026-08-23
2,0311,1217.0,0.1,-4.45,2026-09-14
24,2786,289.0,0.57,-4.45,2026-09-01
8,0371,400.0,-0.78,-4.45,2026-09-09
45,4526,915.0,-4.58,-4.45,2026-09-10
3,9023,531.0,-2.28,-4.45,2026-08-26
42,2802,1066.0,-6.6,-4.45,2026-09-06
6,1144,523.0,0.48,-4.45,2026-08-27
103,1909,1388.0,-1.37,-4.45,2026-09-10
26,1166,1263.0,5.27,-4.45,2026-09-07
10,1522,1187.0,-0.43,-4.45,2026-09-09
66,6610,905.0,-3.38,-4.45,2026-08-30
44,996,859.0,1.1,-4.45,2026-09-01
6,1794,516.0,-0.78,-4.45,2026-09-02
61,3192,1573.0,1.25,-4.45,2026-09-04
8,0366,953.0,-0.48,-4.45,2026-09-15
26,3013,771.0,0.45,-4.45,2026-08-29
3,1343,580.0,1.7,-4.45,2026-09-08
101,858,412.0,-4.18,-4.45,2026-08-31
46,3451,636.0,-6.83,-4.45,2026-09-03
26,9078,1057.0,2.07,-4.45,2026-08-29
2,2577,1033.0,-0.9,-4.45,2026-08-31
51,1323,386.0,0.93,-4.45,2026-08-24
20,1525,637.0,-2.33,-4.45,2026-08-25
43,3255,378.0,-1.15,-4.45,2026-09-02
101,0748,897.0,-2.45,-4.45,2026-09-07
35,1992,759.0,2.52,-4.45,2026-08-25
15,2172,342.0,-0.67,-4.45,2026-09-02
42,2497,965.0,-3.57,-4.45,2026-09-01
48,1049,812.0,3.45,-4.45,2026-09-11
13,3184,1194.0,-5.83,-4.45,2026-09-07
61,3383,1412.0,5.75,-4.45,2026-08-24
9,1478,500.0,-2.05,-4.45,2026-08-27
5,1357,472.0,-1.82,-4.45,2026-09-02
10,1061,1277.0,1.43,-4.45,2026-09-09
1,149,1397.0,-2.03,-4.45,2026-08-31
53,1109,955.0,0.18,-4.45,2026-08-28
26,3232,1263.0,1.42,-4.45,2026-09-11
61,3388,1215.0,0.35,-4.45,2026-09-14
45,4551,884.0,-5.37,-4.45,2026-09-10
35,3149,370.0,-2.32,-4.45,2026-09-05
10,2197,977.0,-4.57,-4.45,2026-08-30
66,1877,1481.0,0.95,-4.45,2026-09-06
39,2881,409.0,1.13,-4.45,2026-08-27
2,726,1417.0,1.72,-4.45,2026-08-26
13,503,933.0,-0.97,-4.45,2026-08-31
46,1289,1332.0,-0.85,-4.45,2026-08-29
107,3458,918.0,-0.2,-4.45,2026-09-11
18,2397,505.0,-2.5,-4.45,2026-09-01
4,719,969.0,-2.82,-4.45,2026-08-30
38,3800,351.0,-2.92,-4.45,2026-09-02
